director,title,year,imdbid,imdbrating,imdbvotes,movieid,plot,poster,released,runtime,tmdb
Doug Ellin,Entourage,2015,1674771,6.7,52561,134783,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",http://ia.media-imdb.com/images/M/MV5BMTQ3NjYxMDE1OV5BMl5BanBnXkFtZTgwMjgzOTE4MzE@._V1_SX300.jpg,2015-06-03,104,188222
Doug Ellin,Kissing a Fool,1998,0120723,5.6,4280,1854,Max is a popular local sports broadcaster and his marriage with attractive Sam is already set up. Max is not sure he wants Sam to be his wife and offers his best friend Jay a test: Jay will...,http://ia.media-imdb.com/images/M/MV5BMTgxMjgzMTcwMF5BMl5BanBnXkFtZTcwMjI5NzYyMQ@@._V1_SX300.jpg,1998-02-27,93,15513
Doug Ellin,Phat Beach,1996,0117332,3.9,667,834,A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun & fun.,http://ia.media-imdb.com/images/M/MV5BMTk4ODMxMzQzOF5BMl5BanBnXkFtZTYwMDk4NTU5._V1_SX300.jpg,1996-08-02,89,92381
Sam Dunn,Metal: A Headbanger's Journey,2005,0478209,8.1,9671,46347,"Sam Dunn is a 30-year old anthropologist who wrote his graduate thesis on the plight of Guatemalan refugees. Recenly he has decided to study the plight of a different culture, one he has ...",http://ia.media-imdb.com/images/M/MV5BMTY4ODUzODM3MV5BMl5BanBnXkFtZTcwOTQxMTczMQ@@._V1_SX300.jpg,2006-06-21,96,20604
Nacho Cerdà,Aftermath,1994,0159241,6,4109,99669,A short film wherein a man working in a morgue mutilates and defiles one of the corpses. He takes the heart home to his dog.,http://ia.media-imdb.com/images/M/MV5BMTc5MDY1MTU4M15BMl5BanBnXkFtZTcwMTU1OTAzMQ@@._V1_SX300.jpg,1994-10-08,30,31022
Kim Longinotto,Dreamcatcher,2015,3215846,7,227,140152,"For twenty-five years Brenda Myers-Powell called herself 'Breezy' and she dominated her world, or that's what she thought. It was a world that had turned her into a teenage, drug-addicted ...",http://ia.media-imdb.com/images/M/MV5BOTE1Mzk5MTU5OF5BMl5BanBnXkFtZTgwNTU4NzUwNDE@._V1_SX300.jpg,2015-03-27,104,318033
Charles Shyer,Alfie,2004,0375173,6.2,42469,8948,A cockney womanizer learns the hard way about the dangers of his actions.,http://ia.media-imdb.com/images/M/MV5BNzU0NjgyNjM0N15BMl5BanBnXkFtZTcwMTEwMDgyMQ@@._V1_SX300.jpg,2004-11-05,103,8849
Charles Shyer,Baby Boom,1987,0092605,6.1,10196,4080,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,http://ia.media-imdb.com/images/M/MV5BMTY4NDY2ODMzOV5BMl5BanBnXkFtZTcwMjQ0MTcyNA@@._V1_SX300.jpg,1987-10-30,110,11215
Charles Shyer,Father of the Bride,1991,0101862,6.4,53778,6944,"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.",http://ia.media-imdb.com/images/M/MV5BMjM3NzE4NzIxOV5BMl5BanBnXkFtZTgwODg2NjIyMDE@._V1_SX300.jpg,1991-12-20,105,11846
Charles Shyer,Father of the Bride Part II,1995,0113041,5.9,25938,5,"In this sequel, George Banks deals not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",http://ia.media-imdb.com/images/M/MV5BMTg1NDc2MjExOF5BMl5BanBnXkFtZTcwNjU1NDAzMQ@@._V1_SX300.jpg,1995-12-08,106,11862
Charles Shyer,I Love Trouble,1994,0110093,5.2,9477,360,Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,http://ia.media-imdb.com/images/M/MV5BMTI4MTIxODc0OF5BMl5BanBnXkFtZTcwMjY3OTEyMQ@@._V1_SX300.jpg,1994-06-29,123,10879
Pip Karmel,Me Myself I,1999,0183503,6.5,2358,3515,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident ...",http://ia.media-imdb.com/images/M/MV5BMTY4NzY4ODgwNl5BMl5BanBnXkFtZTYwMzI0NDg4._V1_SX300.jpg,1999-10-06,104,49721
Adam Rifkin,Detroit Rock City,1999,0165710,6.8,30212,2772,A comedy about four teenagers in 1978 who try to scam their way into a KISS concert.,http://ia.media-imdb.com/images/M/MV5BMzIwMTkzMjI2Ml5BMl5BanBnXkFtZTYwOTAxNjI3._V1_SX300.jpg,1999-08-13,95,9781
Daniel Barber,Harry Brown,2009,1289406,7.2,73097,74948,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,http://ia.media-imdb.com/images/M/MV5BMTM5NjE2NzI2Ml5BMl5BanBnXkFtZTcwNDY0ODUyMw@@._V1_SX300.jpg,2010-05-14,103,25941
F. Gary Gray,Be Cool,2005,0377471,5.7,58462,32019,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.",http://ia.media-imdb.com/images/M/MV5BMTUxNDc4MzAyNV5BMl5BanBnXkFtZTYwMzQ1NDc2._V1_SX300.jpg,2005-03-04,118,4551
F. Gary Gray,Friday,1995,0113118,7.3,71667,69,"Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by ten p.m. that same night. In that time, they smoke more weed, get jacked, and they get shot at in a drive-by.",http://ia.media-imdb.com/images/M/MV5BMTQ1NzE3MzY0NV5BMl5BanBnXkFtZTYwNTM2MzE5._V1_SX300.jpg,1995-04-26,91,10634
F. Gary Gray,"Italian Job, The",2003,0317740,7,278529,6378,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",http://ia.media-imdb.com/images/M/MV5BMTQ4Mjc4NDAwN15BMl5BanBnXkFtZTgwMjgzMzk5MDE@._V1_SX300.jpg,2003-05-30,111,9654
F. Gary Gray,Law Abiding Citizen,2009,1197624,7.4,210781,71838,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,http://ia.media-imdb.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,2009-10-16,109,22803
F. Gary Gray,"Negotiator, The",1998,0120768,7.3,104715,2058,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.",http://ia.media-imdb.com/images/M/MV5BMTI5ODQxNjY5N15BMl5BanBnXkFtZTcwOTEwNzAwMQ@@._V1_SX300.jpg,1998-07-29,140,9631
F. Gary Gray,Set It Off,1996,0117603,6.8,9717,998,"Desperation drives four inner-city women (Queen Latifah, Jada Pinkett Smith, Vivica A. Fox, Kimberly Elise) to bank robbery in Los Angeles, then they start mistrusting one another.",http://ia.media-imdb.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@._V1_SX300.jpg,1996-11-06,123,9400
F. Gary Gray,Straight Outta Compton,2015,1398426,8,96338,140715,"The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",http://ia.media-imdb.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,2015-08-14,147,277216
Joan Micklin Silver,Chilly Scenes of Winter (Head Over Heels),1979,0079278,7.2,585,55757,"Charles is a Salt Lake City civil servant who loves (*LOVES*) Laura, a lovely housewife with a lovely step-daughter and an A-frame-selling, ex-quarterback husband named Ox. His roommate is ...",http://ia.media-imdb.com/images/M/MV5BMTQzMjg3NTI3OV5BMl5BanBnXkFtZTcwNTQwMzYxMQ@@._V1_SX300.jpg,1982-07-15,92,42173
Joan Micklin Silver,Crossing Delancey,1988,0094921,6.9,2731,4495,A Manhattan single meets a man through her Jewish grandmother's matchmaker.,http://ia.media-imdb.com/images/M/MV5BOTIzNTI5Mjc4N15BMl5BanBnXkFtZTYwOTUzODk4._V1_SX300.jpg,1988-09-16,97,27397
Joan Micklin Silver,Hester Street,1975,0073107,7,899,31104,"It's 1896. Yankel Bogovnik, a Russian Jew, emigrated to the United States three years earlier and has settled where many of his background have, namely on Hester Street on the Lower East ...",http://ia.media-imdb.com/images/M/MV5BMTc2MDczOTI1OV5BMl5BanBnXkFtZTcwMTM5MjcyMQ@@._V1_SX300.jpg,1976-08-06,89,42257
Joan Micklin Silver,Loverboy,1989,0097790,5.9,5174,4622,"College sophomore Randy Bodek is unfocused. The only thing he knows is that he loves his roommate, Jenny Gordon, who feels unappreciated as other things in his life seem to take precedence ...",http://ia.media-imdb.com/images/M/MV5BMzkxMzcxNzE3M15BMl5BanBnXkFtZTcwMDM4MjUyMQ@@._V1_SX300.jpg,1989-04-28,98,17362
Pete Michels,Family Guy Presents Stewie Griffin: The Untold Story,2005,0385690,7.7,30155,36708,"The maniacal baby of the Griffin family, Stewie, meets his future self. In doing this he discovers that his future image is not what he has anticipated because of a near death experience.",http://ia.media-imdb.com/images/M/MV5BMTQ3MjY0NTA0Nl5BMl5BanBnXkFtZTcwNTI2NjAzMQ@@._V1_SX300.jpg,2005-09-27,88,65215
Pixote Hunt,"Pagemaster, The",1994,0110763,5.9,15392,558,A cowardly boy who buries himself in accident statistics enters a library to escape a storm only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real life.,http://ia.media-imdb.com/images/M/MV5BMTc2MjY4MjYwN15BMl5BanBnXkFtZTcwNDI3MjAyMQ@@._V1_SX300.jpg,1994-11-23,80,15139
Tod Browning,Dracula,1931,0021814,7.6,31818,2644,The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina.,http://ia.media-imdb.com/images/M/MV5BNTg5NjkxMjUxNF5BMl5BanBnXkFtZTgwNzk1NDc2MTE@._V1_SX300.jpg,1931-02-14,85,138
Tod Browning,Freaks,1932,0022913,8,31167,8507,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",http://ia.media-imdb.com/images/M/MV5BMTY4ODY3NDA3Nl5BMl5BanBnXkFtZTgwNDkwNTkwMDE@._V1_SX300.jpg,1932-02-20,64,136
Jerry Zucker,First Knight,1995,0113071,5.9,53799,168,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",http://ia.media-imdb.com/images/M/MV5BMTY2MTAwNTE0MV5BMl5BanBnXkFtZTcwMDMyMjAzMQ@@._V1_SX300.jpg,1995-07-07,134,6520
Jerry Zucker,Ghost,1990,0099653,7,149831,587,"After an accident leaves a young man dead, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",http://ia.media-imdb.com/images/M/MV5BMTU0NzQzODUzNl5BMl5BanBnXkFtZTgwMjc5NTYxMTE@._V1_SX300.jpg,1990-07-13,127,251
Jerry Zucker,Rat Race,2001,0250687,6.4,91828,4728,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.",http://ia.media-imdb.com/images/M/MV5BMTY5NTczMTQ2M15BMl5BanBnXkFtZTYwNzQ1MjQ5._V1_SX300.jpg,2001-08-17,112,9896
Camilo Tavares,The Day That Lasted 21 Years,2012,2634236,8.1,201,130980,Provides evidence of manipulation and investment funding from the U.S. government to carry out the Brazilian military coup that occurred in 1964.,http://ia.media-imdb.com/images/M/MV5BMTc4ODYzMzg5N15BMl5BanBnXkFtZTgwNDQzNDEwMzE@._V1_SX300.jpg,,77,137221
Peter Farrelly,Dumb & Dumber (Dumb and Dumber),1994,0109686,7.3,281730,231,The cross-country adventures of two good-hearted but incredibly stupid friends.,http://ia.media-imdb.com/images/M/MV5BMTIzNDI5MTc0M15BMl5BanBnXkFtZTYwMjM5NDU5._V1_SX300.jpg,1994-12-16,107,8467
Peter Farrelly,Movie 43,2013,1333125,4.3,76459,100083,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,http://ia.media-imdb.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX300.jpg,2013-01-25,94,87818
Ralph S. Singleton,Graveyard Shift (Stephen King's Graveyard Shift),1990,0099697,4.7,6648,2113,"In a very old textile mill, with a serious rat infestation, the workers discover a horrifying secret deep in the basement.",http://ia.media-imdb.com/images/M/MV5BMjA5MTA1MzcxNl5BMl5BanBnXkFtZTYwNTgzNjM5._V1_SX300.jpg,1990-10-26,89,19158
David Fincher,Alien³ (a.k.a. Alien 3),1992,0103644,6.4,199880,1320,"After the last encounter LT Ellen Ripley crash lands on Fiorina Fury 161, a deep space maximum security prison . When a serial killer haunts the facility, Ripley realizes that she brought along an unwelcome visitor.",http://ia.media-imdb.com/images/M/MV5BMTQzMTg3NTM2Ml5BMl5BanBnXkFtZTcwMTkzMTk3OA@@._V1_SX300.jpg,1992-05-22,114,8077
David Fincher,"Curious Case of Benjamin Button, The",2008,0421715,7.8,445367,64957,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",http://ia.media-imdb.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg,2008-12-25,166,4922
David Fincher,Fight Club,1999,0137523,8.9,1287410,2959,"An insomniac office worker, looking for a way to change his life, crosses paths with a devil-may-care soap maker, forming an underground fight club that evolves into something much, much more...",http://ia.media-imdb.com/images/M/MV5BMjIwNTYzMzE1M15BMl5BanBnXkFtZTcwOTE5Mzg3OA@@._V1_SX300.jpg,1999-10-15,139,550
David Fincher,"Game, The",1997,0119174,7.8,252411,1625,Wealthy San Francisco financier Nicholas Van Orton gets a strange birthday present from wayward brother Conrad: a live-action game that consumes his life.,http://ia.media-imdb.com/images/M/MV5BMTkwMDkwNDIxNl5BMl5BanBnXkFtZTgwNzg0NzQxMTE@._V1_SX300.jpg,1997-09-12,129,2649
David Fincher,"Girl with the Dragon Tattoo, The",2011,1568346,7.8,319758,91658,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",http://ia.media-imdb.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg,2011-12-21,158,65754
David Fincher,Gone Girl,2014,2267998,8.1,531783,112556,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",http://ia.media-imdb.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg,2014-10-03,149,210577
David Fincher,Panic Room,2002,0258000,6.8,200387,5266,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",http://ia.media-imdb.com/images/M/MV5BMTczMDc5NDE3M15BMl5BanBnXkFtZTYwNTQwNDg4._V1_SX300.jpg,2002-03-29,112,4547
David Fincher,Seven (a.k.a. Se7en),1995,0114369,8.6,981458,47,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_SX300.jpg,1995-09-22,127,807
David Fincher,"Social Network, The",2010,1285016,7.7,462323,80463,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg,2010-10-01,120,37799
David Fincher,Zodiac,2007,0443706,7.7,287698,51540,A San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac killer.,http://ia.media-imdb.com/images/M/MV5BMTQxNjc2NzAwNF5BMl5BanBnXkFtZTcwMDg3NzMzMw@@._V1_SX300.jpg,2007-03-02,157,1949
Stephen King,Maximum Overdrive,1986,0091499,5.4,22542,2119,A group of people try to survive when machines start to come alive and become homicidal.,http://ia.media-imdb.com/images/M/MV5BNTAxNTUxODk3Ml5BMl5BanBnXkFtZTcwODQ5ODYyMQ@@._V1_SX300.jpg,1986-07-25,97,9980
Stephen Hillenburg,"SpongeBob SquarePants Movie, The",2004,0345950,7,56499,8974,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,http://ia.media-imdb.com/images/M/MV5BMTU4OTg2NzA0Nl5BMl5BanBnXkFtZTcwODEwMDgyMQ@@._V1_SX300.jpg,2004-11-19,87,11836
James Isaac,Jason X,2001,0211443,4.4,37845,5323,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",http://ia.media-imdb.com/images/M/MV5BMTQ3NjA5NjcyNl5BMl5BanBnXkFtZTYwMzg5NjQ5._V1_SX300.jpg,2002-04-26,91,11470
James Isaac,Skinwalkers,2006,0461703,4.6,11504,54270,"A 12 year old boy and his mother become the targets of two warring werewolf packs, each with different intentions and motives.",http://ia.media-imdb.com/images/M/MV5BMTI1OTIyNzc5OF5BMl5BanBnXkFtZTcwNjI1ODI1MQ@@._V1_SX300.jpg,2007-08-10,110,14219
John Maybury,"Jacket, The",2005,0366627,7.1,90672,27788,"A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a Doctor's experiments, and his life is completely affected by them.",http://ia.media-imdb.com/images/M/MV5BMTUyMjEwNjE4M15BMl5BanBnXkFtZTcwNzQ5MDgyMQ@@._V1_SX300.jpg,2005-03-04,103,9667
John Maybury,Love Is the Devil,1998,0119577,6.6,2410,2304,"Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook.",http://ia.media-imdb.com/images/M/MV5BMzAyMzQ0NDE5M15BMl5BanBnXkFtZTcwMzk4NTYxMQ@@._V1_SX300.jpg,1998-10-07,91,4975
Hiroyuki Morita,"Cat Returns, The (Neko no ongaeshi)",2002,0347618,7.3,29535,27731,"After helping a cat, a young girl finds herself involuntarily engaged to a cat prince in a magical world where her only hope of freedom lies with a dapper cat statuette come to life.",http://ia.media-imdb.com/images/M/MV5BMTQ5ODMyNTgzOV5BMl5BanBnXkFtZTcwNDM4ODAyNw@@._V1_SX300.jpg,2002-07-19,75,15370
Kinji Fukasaku,Battle Royale (Batoru rowaiaru),2000,0266308,7.7,135445,7022,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary Battle Royale act.",http://ia.media-imdb.com/images/M/MV5BMTY4ODkwMjcxNl5BMl5BanBnXkFtZTgwNDY4MzU4MzE@._V1_SX300.jpg,2000-12-16,114,3176
Kinji Fukasaku,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),2003,0338763,4.7,16025,27704,"Three years after the failure of the last BR program, a second act is forged and a class of students are sent to an island with one objective: kill international terrorist Shuya Nanahara.",http://ia.media-imdb.com/images/M/MV5BMTI4OTQ0MTExNV5BMl5BanBnXkFtZTcwMzQwMDY4Mw@@._V1_SX300.jpg,2003-07-05,134,3177
Stephan Elliott,"Adventures of Priscilla, Queen of the Desert, The",1994,0109045,7.5,35455,345,Two drag queens and a transsexual travel across the desert to perform their unique style of cabaret.,http://ia.media-imdb.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_SX300.jpg,1994-08-10,104,2759
